work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-001262,VEH-0690,25-06-2024,Brake Pad Replacement,Battery Pack,3.5,INR 13882.51,7.3,yes,TEC-132
WO-001263,VEH-0690,02-07-2025,Routine Inspection,,5.8,6749.85,11.0,no,TEC-137
WO-001264,VEH-0690,2025-02-09 00:00:00,Tyre Change,NA,3.6,45864.01,35.9,Y,TEC-010
WO-001265,VEH-0719,2024-02-06 00:00:00,Routine Inspection,"Motor, ESC",3.4,INR 43338.33,43.1,yes,TEC-182
WO-001266,VEH-0719,12-03-2025,Routine Inspection,Propeller x2,1.5,2869.26,28.2,Y,TEC-072
WO-001267,VEH-0509,2024-01-31 00:00:00,Firmware Update,Landing Skid,3.9,"8,782.14",14.9,N,TEC-220
WO-001268,VEH-0509,2024-02-22 00:00:00,Frame Repair,Propeller x2,9.3,18013.07,19.1,yes,TEC-082
WO-001269,VEH-0509,20/04/2025 00:00,Motor Overhaul,"Brake Pads, Fluid",4.9,787.57,16.7,Y,TEC-110
WO-001270,VEH-0598,05-06-2024,Tyre Change,Battery Pack,1.0,INR 1470.08,79.6,,TEC-183
WO-001271,VEH-0598,09-06-2024,Brake Pad Replacement,Battery Pack,4.4,9745.51,73.4,N,TEC-147
WO-001272,VEH-0598,04/06/2024 00:00,Propeller Replacement,Landing Skid,8.7,"3,411.78",48.4,,TEC-036
WO-001273,VEH-0598,17-02-2025,Battery Pack Swap,Propeller x2,5.4,24329.77,24.4,no,TEC-132
WO-001274,VEH-0598,2024-02-07 00:00:00,Frame Repair,NA,3.0,INR 26875.52,8.3,yes,TEC-115
WO-001275,VEH-0598,25-10-2024,Engine Service,"Motor, ESC",12.3,INR 28736.07,46.6,no,TEC-142
WO-001276,VEH-0137,2024-10-22 00:00:00,Motor Overhaul,"Motor, ESC",12.6,INR 19850.96,55.3,yes,TEC-153
WO-001277,VEH-0473,06/05/2025 00:00,Landing Gear Fix,Battery Pack,13.5,35359.4,45.8,,TEC-062
WO-001278,VEH-0473,2024-01-11 00:00:00,Tyre Change,"Brake Pads, Fluid",9.5,INR 16198.69,46.5,,TEC-155
WO-001279,VEH-0473,15-02-2024,Battery Pack Swap,"Motor, ESC",11.0,INR 33214.23,30.8,N,TEC-219
WO-001280,VEH-0055,19-10-2024,Motor Overhaul,Battery Pack,2.4,"38,887.07",7.6,,TEC-158
WO-001281,VEH-0055,2024-01-26 00:00:00,Engine Service,"Motor, ESC",null,INR 37550.08,38.5,yes,TEC-149
WO-001282,VEH-0055,16-10-2024,Brake Pad Replacement,Landing Skid,9.7,"28,782.03",20.8,yes,TEC-051
WO-001283,VEH-0361,01/03/2024 00:00,Frame Repair,Propeller x2,6.5,"30,078.22",14.5,Y,TEC-125
WO-001284,VEH-0361,19/08/2024 00:00,Motor Overhaul,Landing Skid,6.0,32435.55,41.2,N,TEC-083
WO-001285,VEH-0361,14/05/2025 00:00,Motor Overhaul,Battery Pack,13.5,INR 29341.36,17.2,Y,TEC-135
WO-001286,VEH-0361,30/06/2024 00:00,Firmware Update,Propeller x2,0.7,22110.1,79.3,N,TEC-030
WO-001287,VEH-0361,23/03/2025 00:00,Propeller Replacement,NA,5.1,INR 22863.78,64.0,no,TEC-157
WO-001288,VEH-0361,21-02-2024,Battery Pack Swap,Propeller x2,3.1,"9,951.19",43.7,N,TEC-028
WO-001289,VEH-0096,27/04/2025 00:00,Tyre Change,"Brake Pads, Fluid",7.1,INR 25206.21,33.4,yes,TEC-076
WO-001290,VEH-0096,2024-11-24 00:00:00,Routine Inspection,"Motor, ESC",0.5,10414.61,87.8,,TEC-058
WO-001291,VEH-0010,27/08/2024 00:00,Tyre Change,Propeller x2,11.4,INR 16798.96,50.3,yes,TEC-126
WO-001292,VEH-0042,13/01/2024 00:00,Tyre Change,Battery Pack,5.9,"44,192.81",77.9,Y,TEC-217
WO-001293,VEH-0306,10/02/2024 00:00,Battery Pack Swap,,13.7,INR 23439.20,8.6,no,TEC-183
WO-001294,VEH-0306,23/03/2025 00:00,Engine Service,Propeller x2,12.4,6482.06,92.1,Y,TEC-183
WO-001295,VEH-0306,09/03/2024 00:00,Propeller Replacement,Battery Pack,7.1,"11,669.53",48.8,,TEC-111
WO-001296,VEH-0306,04-02-2025,Frame Repair,"Motor, ESC",-,"41,191.65",49.7,,TEC-025
WO-001297,VEH-0306,14-01-2025,Propeller Replacement,"Motor, ESC",11.2,3757.79,92.6,,TEC-087
WO-001298,VEH-0218,22-01-2025,Propeller Replacement,"Motor, ESC",11.7,4612.23,10.1,Y,TEC-161
WO-001299,VEH-0218,17/06/2024 00:00,Firmware Update,Battery Pack,13.5,6329.27,54.6,,TEC-091
WO-001300,VEH-0218,07/09/2024 00:00,Frame Repair,Battery Pack,5.7,4636.44,66.4,no,TEC-126
WO-001301,VEH-0423,15-01-2025,Propeller Replacement,Landing Skid,8.4,"2,033.18",10.6,N,TEC-005
WO-001302,VEH-0423,14-10-2024,Tyre Change,Battery Pack,NA,"33,842.53",73.6,no,TEC-009
WO-001303,VEH-0423,02/01/2025 00:00,Battery Pack Swap,NA,0.7,"43,545.96",11.0,no,TEC-017
WO-001304,VEH-0423,29-01-2024,Firmware Update,"Motor, ESC",5.8,45686.46,63.1,no,TEC-073
WO-001305,VEH-0423,2024-12-26 00:00:00,Landing Gear Fix,"Motor, ESC",3.1,"28,719.81",36.4,Y,TEC-199
WO-001306,VEH-0423,2024-02-21 00:00:00,Engine Service,"Brake Pads, Fluid",1.3,25555.37,28.5,no,TEC-059
WO-001307,VEH-0041,26-06-2025,Landing Gear Fix,Landing Skid,4.7,INR 23378.04,49.4,,TEC-163
WO-001308,VEH-0041,18-03-2024,Engine Service,,9.9,INR 26528.29,47.1,,TEC-051
WO-001309,VEH-0609,27-10-2024,Firmware Update,"Brake Pads, Fluid",13.1,36422.6,92.3,yes,TEC-173
WO-001310,VEH-0697,09-01-2025,Frame Repair,,6.1,"39,276.70",13.9,N,TEC-173
WO-001311,VEH-0697,20/03/2025 00:00,Propeller Replacement,Battery Pack,5.8,9783.81,44.7,,TEC-014
WO-001312,VEH-0697,05-03-2024,Frame Repair,NA,5.3,INR 18238.35,50.2,Y,TEC-196
WO-001313,VEH-0697,2024-03-14 00:00:00,Motor Overhaul,"Brake Pads, Fluid",4.5,"39,048.24",52.7,,TEC-059
WO-001314,VEH-0697,19/07/2024 00:00,Landing Gear Fix,Landing Skid,5.7,INR 44218.30,65.0,,TEC-108
WO-001315,VEH-0697,25-06-2024,Tyre Change,Landing Skid,4.7,46463.27,21.7,N,TEC-160
WO-001316,VEH-0043,19/11/2024 00:00,Propeller Replacement,Landing Skid,6.1,INR 35291.39,30.7,yes,TEC-189
WO-001317,VEH-0043,16/02/2024 00:00,Landing Gear Fix,Battery Pack,6.3,"28,186.66",62.0,Y,TEC-177
WO-001318,VEH-0043,2024-05-10 00:00:00,Brake Pad Replacement,Battery Pack,8.1,44556.42,34.7,yes,TEC-112
WO-001319,VEH-0043,05-12-2024,Battery Pack Swap,"Motor, ESC",4.8,"38,597.95",47.0,no,TEC-156
WO-001320,VEH-0412,2024-07-22 00:00:00,Propeller Replacement,Battery Pack,4.3,8448.27,29.9,yes,TEC-104
WO-001321,VEH-0412,2025-03-13 00:00:00,Tyre Change,Landing Skid,8.8,18911.29,79.0,Y,TEC-085
WO-001322,VEH-0412,18/10/2024 00:00,Brake Pad Replacement,Landing Skid,4.9,38931.39,49.9,Y,TEC-202
WO-001323,VEH-0007,2025-01-31 00:00:00,Tyre Change,"Brake Pads, Fluid",10.6,21194.62,74.4,Y,TEC-097
WO-001324,VEH-0007,23-03-2024,Routine Inspection,,7.0,6176.62,47.6,yes,TEC-023
WO-001325,VEH-0007,06-09-2024,Battery Pack Swap,Battery Pack,0.7,"27,591.05",33.2,,TEC-199
WO-001326,VEH-0390,2025-06-22 00:00:00,Tyre Change,"Brake Pads, Fluid",9.3,INR 1320.89,81.8,Y,TEC-055
WO-001327,VEH-0390,2025-05-25 00:00:00,Routine Inspection,Landing Skid,5.8,29859.64,32.1,yes,TEC-015
WO-001328,VEH-0390,19-07-2024,Propeller Replacement,"Brake Pads, Fluid",1.0,"42,427.32",76.9,Y,TEC-144
WO-001329,VEH-0390,20/02/2025 00:00,Propeller Replacement,Propeller x2,6.0,16127.94,44.5,no,TEC-090
WO-001330,VEH-0390,15/02/2025 00:00,Engine Service,Battery Pack,6.8,"45,137.24",61.7,N,TEC-192
WO-001331,VEH-0531,2024-06-21 00:00:00,Engine Service,"Motor, ESC",12.6,21343.32,14.4,N,TEC-033
WO-001332,VEH-0531,2024-11-20 00:00:00,Brake Pad Replacement,Landing Skid,11.2,"32,670.27",87.8,no,TEC-167
WO-001333,VEH-0627,24/08/2024 00:00,Motor Overhaul,Propeller x2,12.0,"2,937.61",58.6,N,TEC-014
WO-001334,VEH-0627,12/04/2025 00:00,Brake Pad Replacement,Battery Pack,1.9,"33,610.30",71.6,yes,TEC-006
WO-001335,VEH-0627,18-09-2024,Firmware Update,,5.6,"1,317.28",40.5,no,TEC-032
WO-001336,VEH-0627,28/03/2024 00:00,Brake Pad Replacement,Landing Skid,12.7,INR 14495.65,10.6,,TEC-108
WO-001337,VEH-0287,02/03/2024 00:00,Firmware Update,Propeller x2,3.9,"14,950.86",67.6,no,TEC-125
WO-001338,VEH-0287,2024-08-16 00:00:00,Frame Repair,NA,1.9,INR 8966.90,56.9,no,TEC-080
WO-001339,VEH-0287,22/09/2024 00:00,Brake Pad Replacement,"Motor, ESC",5.1,INR 6530.44,18.4,,TEC-157
WO-001340,VEH-0287,23-12-2024,Battery Pack Swap,NA,4.8,INR 6237.93,10.4,,TEC-142
WO-001341,VEH-0287,2024-08-03 00:00:00,Landing Gear Fix,Landing Skid,13.6,9319.36,48.4,yes,TEC-214
WO-001342,VEH-0287,09-04-2025,Motor Overhaul,"Brake Pads, Fluid",10.2,28939.47,6.8,no,TEC-003
WO-001343,VEH-0398,09-01-2025,Brake Pad Replacement,,9.5,13768.33,36.4,no,TEC-008
WO-001344,VEH-0398,05-04-2024,Propeller Replacement,Landing Skid,4.1,"38,894.83",95.8,N,TEC-215
WO-001345,VEH-0398,26-06-2024,Frame Repair,,5.8,44848.82,11.0,yes,TEC-185
WO-001346,VEH-0398,31/10/2024 00:00,Propeller Replacement,Propeller x2,3.2,15510.35,59.9,yes,TEC-204
WO-001347,VEH-0702,28/09/2024 00:00,Battery Pack Swap,,13.8,"9,438.51",48.5,Y,TEC-009
WO-001348,VEH-0702,29-07-2024,Motor Overhaul,Landing Skid,7.0,"21,275.32",34.9,Y,TEC-200
WO-001349,VEH-0702,31/08/2024 00:00,Firmware Update,Propeller x2,3.1,"34,295.75",9.6,,TEC-109
WO-001350,VEH-0198,06/05/2025 00:00,Motor Overhaul,"Brake Pads, Fluid",9.8,6385.47,82.9,,TEC-038
WO-001351,VEH-0198,2024-11-26 00:00:00,Tyre Change,Landing Skid,13.5,"38,863.22",26.1,N,TEC-179
WO-001352,VEH-0056,07/01/2025 00:00,Propeller Replacement,"Brake Pads, Fluid",10.9,41731.9,5.2,no,TEC-085
WO-001353,VEH-0056,2024-12-17 00:00:00,Landing Gear Fix,Propeller x2,5.6,"45,177.00",27.3,Y,TEC-053
WO-001354,VEH-0056,01-09-2024,Motor Overhaul,NA,3.2,37074.99,1.2,,TEC-146
WO-001355,VEH-0056,14-07-2024,Motor Overhaul,"Brake Pads, Fluid",4.1,23650.97,49.1,,TEC-218
WO-001356,VEH-0056,19/01/2025 00:00,Frame Repair,Propeller x2,10.2,18510.05,92.8,N,TEC-199
WO-001357,VEH-0368,06/06/2025 00:00,Engine Service,"Motor, ESC",0.9,18311.26,2.9,,TEC-006
WO-001358,VEH-0368,28/04/2024 00:00,Routine Inspection,,6.9,"44,280.47",16.0,,TEC-004
WO-001359,VEH-0368,13/07/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",7.9,INR 9728.97,59.8,yes,TEC-148
WO-001360,VEH-0561,18-03-2025,Landing Gear Fix,Landing Skid,0.7,"6,300.46",81.7,,TEC-079
WO-001361,VEH-0561,26-05-2024,Brake Pad Replacement,NA,7.5,4012.4,92.8,no,TEC-087
WO-001362,VEH-0291,2024-05-19 00:00:00,Routine Inspection,"Motor, ESC",1.0,"10,473.92",76.7,Y,TEC-036
WO-001363,VEH-0291,2025-03-28 00:00:00,Landing Gear Fix,"Brake Pads, Fluid",2.0,21828.81,49.6,N,TEC-155
WO-001364,VEH-0291,19/03/2025 00:00,Battery Pack Swap,"Motor, ESC",1.2,7661.25,5.8,N,TEC-165
WO-001365,VEH-0291,07-11-2024,Propeller Replacement,"Brake Pads, Fluid",3.6,5847.99,94.6,,TEC-047
WO-001366,VEH-0291,03-04-2025,Propeller Replacement,Propeller x2,6.4,INR 13303.45,26.2,Y,TEC-005
WO-001367,VEH-0277,2024-07-21 00:00:00,Tyre Change,NA,11.5,"16,391.29",70.6,N,TEC-026
WO-001368,VEH-0277,2025-02-12 00:00:00,Motor Overhaul,,1.8,25942.41,64.2,Y,TEC-139
WO-001369,VEH-0277,2024-03-24 00:00:00,Propeller Replacement,Landing Skid,13.3,INR 37848.26,87.6,yes,TEC-170
WO-001370,VEH-0277,05/11/2024 00:00,Landing Gear Fix,,1.8,INR 23088.44,87.2,yes,TEC-041
WO-001371,VEH-0277,26/05/2024 00:00,Landing Gear Fix,Propeller x2,5.5,INR 28454.46,79.1,N,TEC-060
WO-001372,VEH-0532,04/12/2024 00:00,Frame Repair,,4.2,INR 30496.87,56.6,N,TEC-056
WO-001373,VEH-0187,19/12/2024 00:00,Frame Repair,"Motor, ESC",10.6,"4,429.41",82.7,Y,TEC-080
WO-001374,VEH-0187,2024-01-20 00:00:00,Frame Repair,"Brake Pads, Fluid",2.9,41248.89,20.6,,TEC-038
WO-001375,VEH-0187,31/12/2024 00:00,Firmware Update,"Brake Pads, Fluid",7.1,"18,467.06",47.5,no,TEC-157
WO-001376,VEH-0460,26-07-2024,Routine Inspection,Battery Pack,4.4,INR 19439.50,43.8,,TEC-180
WO-001377,VEH-0322,11-04-2025,Propeller Replacement,,3.1,INR 43683.93,12.9,no,TEC-053
WO-001378,VEH-0322,03-03-2024,Tyre Change,"Brake Pads, Fluid",5.9,INR 16867.40,76.2,no,TEC-218
WO-001379,VEH-0322,26-01-2024,Brake Pad Replacement,Propeller x2,11.8,INR 7402.37,71.4,yes,TEC-054
WO-001380,VEH-0001,12/01/2024 00:00,Routine Inspection,,2.1,"5,847.03",40.3,,TEC-220
WO-001381,VEH-0001,19/12/2024 00:00,Brake Pad Replacement,,7.7,INR 6114.57,40.6,N,TEC-149
WO-001382,VEH-0001,2024-01-14 00:00:00,Battery Pack Swap,"Brake Pads, Fluid",1.9,40042.72,85.3,Y,TEC-200
WO-001383,VEH-0001,2024-03-07 00:00:00,Tyre Change,Propeller x2,10.5,INR 32144.85,80.4,N,TEC-083
WO-001384,VEH-0001,2025-05-04 00:00:00,Propeller Replacement,,4.7,"38,495.45",78.2,N,TEC-039
WO-001385,VEH-9153,11/05/2025 00:00,Brake Pad Replacement,Battery Pack,2.5,47832.82,39.2,N,TEC-155
WO-001386,VEH-0312,04-01-2025,Firmware Update,"Motor, ESC",5.7,"6,656.40",66.0,yes,TEC-211
WO-001387,VEH-0312,2025-03-22 00:00:00,Landing Gear Fix,NA,3.4,20240.39,62.0,N,TEC-011
WO-001388,VEH-0312,2024-11-25 00:00:00,Motor Overhaul,NA,5.4,INR 12740.29,81.0,yes,TEC-020
WO-001389,VEH-0214,24/02/2025 00:00,Propeller Replacement,"Brake Pads, Fluid",1.7,"5,643.10",13.0,,TEC-131
WO-001390,VEH-0045,08/06/2024 00:00,Brake Pad Replacement,"Brake Pads, Fluid",5.6,INR 37421.95,91.4,,TEC-201
WO-001391,VEH-0045,01/08/2024 00:00,Tyre Change,Propeller x2,9.7,26054.38,35.9,,TEC-058
WO-001392,VEH-0045,17-08-2024,Routine Inspection,"Brake Pads, Fluid",3.6,30852.39,18.6,yes,TEC-216
WO-001393,VEH-0402,30-07-2024,Battery Pack Swap,Battery Pack,12.7,"36,900.64",32.2,N,TEC-034
WO-001394,VEH-0402,2024-12-25 00:00:00,Motor Overhaul,Landing Skid,5.1,"24,658.39",53.2,no,TEC-029
WO-001395,VEH-0315,02-12-2024,Propeller Replacement,NA,8.8,"42,611.52",61.4,no,TEC-044
WO-001396,VEH-0315,10/03/2025 00:00,Landing Gear Fix,Landing Skid,1.4,"22,486.42",68.4,no,TEC-060
WO-001397,VEH-0315,23-08-2024,Battery Pack Swap,Battery Pack,7.9,INR 12250.47,63.2,,TEC-110
WO-001398,VEH-0315,02-04-2024,Battery Pack Swap,,9.1,INR 5909.39,78.4,no,TEC-132
WO-001399,VEH-0006,18-04-2024,Propeller Replacement,"Motor, ESC",12.6,INR 26249.64,48.0,yes,TEC-094
WO-001400,VEH-0006,10/07/2024 00:00,Brake Pad Replacement,Landing Skid,6.9,18937.55,69.4,yes,TEC-134
WO-001401,VEH-0006,2024-01-28 00:00:00,Tyre Change,,12.7,7155.91,91.0,Y,TEC-014
WO-001402,VEH-0237,11-09-2024,Engine Service,Landing Skid,7.3,3595.25,83.5,yes,TEC-102
WO-001403,VEH-0237,2025-06-09 00:00:00,Battery Pack Swap,Battery Pack,1.0,INR 23311.16,88.8,,TEC-039
WO-001404,VEH-0237,2025-05-13 00:00:00,Propeller Replacement,"Brake Pads, Fluid",7.7,INR 8738.53,91.9,no,TEC-122
WO-001405,VEH-0444,09/05/2025 00:00,Frame Repair,Battery Pack,11.1,46574.38,10.5,Y,TEC-025
WO-001406,VEH-0444,2024-02-03 00:00:00,Battery Pack Swap,Landing Skid,10.8,"18,920.57",60.9,Y,TEC-038
WO-001407,VEH-0049,25-05-2025,Motor Overhaul,Propeller x2,12.7,7719.2,49.4,Y,TEC-101
WO-001408,VEH-0049,15/04/2024 00:00,Brake Pad Replacement,,2.8,INR 31319.31,88.0,,TEC-096
WO-001409,VEH-0049,26-08-2024,Landing Gear Fix,"Motor, ESC",10.5,"36,895.03",85.1,,TEC-001
WO-001410,VEH-0049,13-11-2024,Battery Pack Swap,NA,6.0,INR 1415.70,50.7,,TEC-144
WO-001411,VEH-0049,2024-12-14 00:00:00,Engine Service,"Brake Pads, Fluid",1.9,47381.31,76.6,Y,TEC-078
WO-001412,VEH-0025,2025-05-28 00:00:00,Routine Inspection,"Motor, ESC",0.8,INR 40239.00,22.6,no,TEC-068
WO-001413,VEH-0025,18/02/2025 00:00,Firmware Update,Battery Pack,1.9,"4,485.32",39.9,Y,TEC-141
WO-001414,VEH-0009,19-04-2025,Tyre Change,"Brake Pads, Fluid",1.1,"41,293.52",63.6,Y,TEC-048
WO-001415,VEH-0009,17/09/2024 00:00,Brake Pad Replacement,Propeller x2,  ,INR 21753.17,41.4,no,TEC-183
WO-001416,VEH-0009,2024-11-25 00:00:00,Battery Pack Swap,Propeller x2,10.3,INR 45369.94,7.0,no,TEC-108
WO-001417,VEH-0009,13-04-2025,Firmware Update,NA,-,INR 38154.42,52.4,N,TEC-130
WO-001418,VEH-0624,2024-09-22 00:00:00,Motor Overhaul,NA,9.5,16985.79,62.9,,TEC-047
WO-001419,VEH-0624,01/06/2025 00:00,Battery Pack Swap,"Brake Pads, Fluid",10.6,"36,148.24",31.2,N,TEC-018
WO-001420,VEH-0624,20-06-2024,Brake Pad Replacement,Landing Skid,10.2,27868.46,54.9,Y,TEC-212
WO-001421,VEH-0358,03-04-2025,Propeller Replacement,Propeller x2,11.0,"23,710.90",91.0,,TEC-102
WO-001422,VEH-0358,26-03-2024,Tyre Change,NA,8.3,INR 2875.92,14.6,Y,TEC-080
WO-001423,VEH-0358,12-01-2024,Routine Inspection,Propeller x2,9.6,INR 22632.50,81.6,Y,TEC-185
WO-001424,VEH-0358,04/05/2025 00:00,Propeller Replacement,Propeller x2,6.3,INR 34521.07,54.2,Y,TEC-177
WO-001425,VEH-0050,14/11/2024 00:00,Engine Service,,3.6,"44,167.23",13.3,,TEC-192
WO-001426,VEH-0050,04-01-2025,Landing Gear Fix,Landing Skid,13.9,10582.21,24.2,,TEC-166
WO-001427,VEH-0050,31-05-2025,Propeller Replacement,,6.0,INR 12838.30,83.8,,TEC-198
WO-001428,VEH-0666,31/12/2024 00:00,Firmware Update,Battery Pack,9.9,INR 31949.44,55.7,yes,TEC-066
WO-001429,VEH-0666,28/02/2024 00:00,Routine Inspection,NA,N/A,22176.62,84.1,N,TEC-007
WO-001430,VEH-0292,07/09/2024 00:00,Firmware Update,Landing Skid,8.6,"31,796.14",64.5,Y,TEC-178
WO-001431,VEH-0512,2024-10-10 00:00:00,Motor Overhaul,Landing Skid,7.4,42363.7,16.2,yes,TEC-112
WO-001432,VEH-0512,31/12/2024 00:00,Firmware Update,NA,9.8,3373.98,82.0,Y,TEC-085
WO-001433,VEH-0512,05/06/2024 00:00,Firmware Update,NA,12.6,13899.49,65.1,,TEC-073
WO-001434,VEH-0512,25/04/2024 00:00,Frame Repair,NA,8.3,INR 41920.34,14.2,Y,TEC-085
WO-001435,VEH-0512,03/02/2025 00:00,Frame Repair,Battery Pack,9.7,"1,424.39",78.4,Y,TEC-186
WO-001436,VEH-0371,2024-03-26 00:00:00,Routine Inspection,"Brake Pads, Fluid",N/A,8965.18,56.8,,TEC-005
WO-001437,VEH-0371,24/11/2024 00:00,Landing Gear Fix,Propeller x2,5.7,"5,492.30",40.4,Y,TEC-013
WO-001438,VEH-0371,18-02-2025,Firmware Update,NA,,17775.89,38.2,,TEC-002
WO-001439,VEH-0670,08/07/2024 00:00,Tyre Change,"Brake Pads, Fluid",5.0,"46,611.90",35.5,Y,TEC-003
WO-001440,VEH-0670,2024-02-07 00:00:00,Propeller Replacement,"Brake Pads, Fluid",8.0,"19,404.32",27.0,no,TEC-023
WO-001441,VEH-0670,10-08-2024,Battery Pack Swap,Battery Pack,7.9,INR 23922.40,32.0,,TEC-041
WO-001442,VEH-0670,02-09-2024,Firmware Update,Propeller x2,6.6,25066.99,38.1,,TEC-154
WO-001443,VEH-0670,02/07/2024 00:00,Tyre Change,"Brake Pads, Fluid",7.3,8031.44,27.4,no,TEC-183
WO-001444,VEH-0708,08/02/2025 00:00,Frame Repair,Landing Skid,5.5,INR 29679.11,66.1,,TEC-187
WO-001445,VEH-0708,31-07-2024,Propeller Replacement,Landing Skid,0.7,"19,628.79",73.6,yes,TEC-082
WO-001446,VEH-0708,13/11/2024 00:00,Routine Inspection,Landing Skid,6.1,"16,019.12",32.0,no,TEC-073
WO-001447,VEH-0708,2024-05-23 00:00:00,Propeller Replacement,Propeller x2,2.2,INR 33417.15,3.7,no,TEC-042
WO-001448,VEH-0708,2024-08-27 00:00:00,Motor Overhaul,"Motor, ESC",6.2,INR 22055.70,4.0,Y,TEC-150
WO-001449,VEH-0708,2024-12-25 00:00:00,Routine Inspection,,9.2,INR 17068.62,41.1,no,TEC-056
WO-001450,VEH-0667,25-04-2025,Landing Gear Fix,"Brake Pads, Fluid",11.3,INR 26841.38,39.0,yes,TEC-206
WO-001451,VEH-0667,07/03/2025 00:00,Battery Pack Swap,Battery Pack,2.8,INR 24842.25,7.5,yes,TEC-120
WO-001452,VEH-0667,2024-10-06 00:00:00,Brake Pad Replacement,Battery Pack,13.9,INR 30891.50,88.0,,TEC-213
WO-001453,VEH-0667,2024-03-24 00:00:00,Routine Inspection,"Brake Pads, Fluid",7.4,16732.71,67.5,yes,TEC-174
WO-001454,VEH-0667,2024-08-19 00:00:00,Landing Gear Fix,,13.3,INR 8989.03,38.7,Y,TEC-156
WO-001455,VEH-0428,25-06-2025,Firmware Update,Landing Skid,8.8,"29,833.37",82.3,Y,TEC-066
WO-001456,VEH-0428,2024-02-20 00:00:00,Brake Pad Replacement,Landing Skid,2.0,4893.55,86.2,no,TEC-052
WO-001457,VEH-0428,04/10/2024 00:00,Tyre Change,"Motor, ESC",10.7,"28,988.54",24.3,Y,TEC-132
WO-001458,VEH-0428,17-12-2024,Tyre Change,"Motor, ESC",3.2,"30,126.37",53.5,,TEC-176
WO-001459,VEH-0428,27/12/2024 00:00,Frame Repair,NA,4.8,"41,079.62",88.4,Y,TEC-074
WO-001460,VEH-0230,13-09-2024,Landing Gear Fix,,3.6,13714.78,78.4,no,TEC-174
WO-001461,VEH-0230,19-07-2024,Firmware Update,NA,11.1,23107.21,3.3,N,TEC-110
WO-001462,VEH-0230,2024-12-02 00:00:00,Motor Overhaul,Battery Pack,13.7,43467.07,43.1,yes,TEC-099
WO-001463,VEH-0230,26-12-2024,Battery Pack Swap,NA,6.0,1825.17,81.9,yes,TEC-140
WO-001464,VEH-0230,27/04/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",6.7,"13,386.83",28.6,Y,TEC-207
WO-001465,VEH-0230,12-04-2025,Brake Pad Replacement,"Motor, ESC",8.7,INR 34470.94,24.2,yes,TEC-107
WO-001466,VEH-0560,2024-08-15 00:00:00,Battery Pack Swap,NA,3.0,15463.01,73.5,yes,TEC-046
WO-001467,VEH-0560,2025-06-08 00:00:00,Routine Inspection,"Motor, ESC",11.0,13977.03,51.6,Y,TEC-168
WO-001468,VEH-0113,13-02-2024,Battery Pack Swap,Battery Pack,13.6,"8,630.28",26.6,no,TEC-194
WO-001469,VEH-0113,28-02-2025,Motor Overhaul,"Motor, ESC",13.7,INR 27257.74,2.5,yes,TEC-057
WO-001470,VEH-0113,03/02/2025 00:00,Motor Overhaul,Battery Pack,10.8,"41,719.26",18.3,yes,TEC-078
WO-001471,VEH-0348,2024-08-20 00:00:00,Brake Pad Replacement,Landing Skid,2.3,18278.2,32.5,no,TEC-117
WO-001472,VEH-0348,2025-02-16 00:00:00,Routine Inspection,Propeller x2,10.9,"41,380.91",55.3,,TEC-194
WO-001473,VEH-0260,2024-08-12 00:00:00,Motor Overhaul,Landing Skid,11.3,INR 27718.44,89.4,,TEC-105
WO-001474,VEH-0260,03-12-2024,Propeller Replacement,Battery Pack,13.9,11772.28,40.8,no,TEC-214
WO-001475,VEH-0260,26/07/2024 00:00,Engine Service,,11.9,INR 27291.51,32.9,Y,TEC-095
WO-001476,VEH-0608,30-01-2024,Motor Overhaul,"Brake Pads, Fluid",4.9,12990.2,48.1,N,TEC-041
WO-001477,VEH-0608,2024-05-20 00:00:00,Landing Gear Fix,"Motor, ESC",12.0,21411.46,64.7,Y,TEC-116
WO-001478,VEH-0608,2024-06-01 00:00:00,Routine Inspection,Propeller x2,1.7,41646.06,73.1,yes,TEC-200
WO-001479,VEH-0608,2024-04-12 00:00:00,Routine Inspection,Landing Skid,2.5,15592.58,66.1,yes,TEC-210
WO-001480,VEH-0608,31/03/2024 00:00,Landing Gear Fix,Battery Pack,12.0,INR 5737.16,7.6,N,TEC-143
WO-001481,VEH-0180,31/03/2024 00:00,Battery Pack Swap,Propeller x2,9.9,5671.17,88.1,Y,TEC-162
WO-001482,VEH-0081,2024-04-16 00:00:00,Tyre Change,,11.6,1398.83,87.0,N,TEC-123
WO-001483,VEH-0081,26/11/2024 00:00,Motor Overhaul,,13.6,40554.35,19.0,Y,TEC-033
WO-001484,VEH-0205,18/03/2024 00:00,Firmware Update,"Brake Pads, Fluid",8.1,19035.49,91.7,yes,TEC-096
WO-001485,VEH-0205,16-08-2024,Routine Inspection,"Motor, ESC",10.0,40798.8,95.8,no,TEC-132
WO-001486,VEH-0205,07/08/2024 00:00,Tyre Change,NA,8.6,INR 26885.04,94.7,,TEC-211
WO-001487,VEH-0205,27/02/2025 00:00,Engine Service,Propeller x2,1.2,INR 4141.57,25.1,no,TEC-029
